PublishedFileID	Id	Directory_Name	Name	Title	Version	MinimumGameVersion	RequiredMods_Id	RequiredMods_MinimumVersion	OptionalMods_Id	OptionalMods_MinimumVersion
3275060459	Timberborn.ModExamples.ShantySpeaker	version-0.7	Shanty Speaker	Shanty Speaker	0.7.5.0	0.7.5.0				
3275060459	Timberborn.ModExamples.ShantySpeaker	version-1.0	Shanty Speaker	Shanty Speaker	1.0.7.0	1.0.7.0				
3275060459	Timberborn.ModExamples.ShantySpeaker	version-0.6	Shanty Speaker	Shanty Speaker	0.6.5.0	0.6.5.0				
3275148120	alin.mixed_beavers	version-1.0.12.0	Mixed Beavers	Mixed Beavers	10.0.12.0	1.0.12.0	XtraPlzNoCrashes			
3275148120	alin.mixed_beavers	version-1.0.12.0	Mixed Beavers	Mixed Beavers	10.0.12.0	1.0.12.0			Emberpelts	
3275148120	alin.mixed_beavers	version-1.0.12.0	Mixed Beavers	Mixed Beavers	10.0.12.0	1.0.12.0			LeafCoats	
3275148120	alin.mixed_beavers	version-1.0.12.0	Mixed Beavers	Mixed Beavers	10.0.12.0	1.0.12.0			WhitePaws	
3275148120	alin.mixed_beavers	version-1.1	Mixed Beavers	Mixed Beavers	10.1.0.0	1.1.0.0			Emberpelts	
3275148120	alin.mixed_beavers	version-1.1	Mixed Beavers	Mixed Beavers	10.1.0.0	1.1.0.0			LeafCoats	
3275148120	alin.mixed_beavers	version-1.1	Mixed Beavers	Mixed Beavers	10.1.0.0	1.1.0.0			WhitePaws	
3275148120	alin.mixed_beavers	version-1.0.10.0	Mixed Beavers	Mixed Beavers	10.0.10.0	1.0.10.0			Emberpelts	
3275148120	alin.mixed_beavers	version-1.0.10.0	Mixed Beavers	Mixed Beavers	10.0.10.0	1.0.10.0			LeafCoats	
3275148120	alin.mixed_beavers	version-1.0.10.0	Mixed Beavers	Mixed Beavers	10.0.10.0	1.0.10.0			WhitePaws	
3275148120	alin.mixed_beavers	version-0.7.10.8	Mixed Beavers	Mixed Beavers	7.10.8.0	0.7.10.8				
3275148120	alin.mixed_beavers	version-0.7	Mixed Beavers	Mixed Beavers	7.0.0.1	0.7.0.0				
3275148120	alin.mixed_beavers	version-1.0.6.0	Mixed Beavers	Mixed Beavers	10.0.6.0	1.0.6.0			Emberpelts	
3275148120	alin.mixed_beavers	version-1.0.6.0	Mixed Beavers	Mixed Beavers	10.0.6.0	1.0.6.0			GreedyEmbers	
3275148120	alin.mixed_beavers	version-1.0.7.1	Mixed Beavers	Mixed Beavers	10.0.7.0	1.0.7.0			Emberpelts	
3275148120	alin.mixed_beavers	version-1.0.7.1	Mixed Beavers	Mixed Beavers	10.0.7.0	1.0.7.0			GreedyEmbers	
3275148120	alin.mixed_beavers	version-0.6	Mixed Beavers	Mixed Beavers	1.3.2	0.6.9.2				
3276346858	villainous-j.name-a-beaver		Name-A-Beaver	Name-A-Beaver	1.0	0.6.0.0				
3277416566	KnatteAnka.Staircase	version-1.0.0	Staircase	Staircase	1.0.1.3	1.0.7.0	KnatteAnka.Materials	1.0.1.0		
3277416566	KnatteAnka.Staircase	version-0.6	Staircase	Staircase	2.2.2	0.6.6.0	KnatteAnka.Materials	1.0.2		
3277416566	KnatteAnka.Staircase	version-0.7.9	Staircase	Staircase	7.0.1	0.7.9.0	KnatteAnka.Materials	2.0.0		
3277709718	alin.dirt	version-1.1	Dirt	Dirt	10.1.0.0	1.1.0.0			Emberpelts	
3277709718	alin.dirt	version-1.1	Dirt	Dirt	10.1.0.0	1.1.0.0			GreedyEmbers	
3277709718	alin.dirt	version-1.1	Dirt	Dirt	10.1.0.0	1.1.0.0			GreedyNation	
3277709718	alin.dirt	version-1.1	Dirt	Dirt	10.1.0.0	1.1.0.0			GreedyBuilders	
3277709718	alin.dirt	version-1.1	Dirt	Dirt	10.1.0.0	1.1.0.0			GreedyCoats	
3277709718	alin.dirt	version-1.1	Dirt	Dirt	10.1.0.0	1.1.0.0			LeafCoats	
3277709718	alin.dirt	version-1.1	Dirt	Dirt	10.1.0.0	1.1.0.0			Lapantoufleagic.WhitepawsFaction	
3277709718	alin.dirt	version-0.7.10.9	Dirt	Dirt	7.10.9.0	0.7.10.9			Emberpelts	
3277709718	alin.dirt	version-0.7.10.9	Dirt	Dirt	7.10.9.0	0.7.10.9			GreedyEmbers	
3277709718	alin.dirt	version-1.0.0.0	Dirt	Dirt	10.0.0.0	1.0.0.0			Emberpelts	
3277709718	alin.dirt	version-1.0.0.0	Dirt	Dirt	10.0.0.0	1.0.0.0			GreedyEmbers	
3277709718	alin.dirt	version-0.7	Dirt	Dirt	4.1.0	0.7.2.0			Emberpelts	
3277709718	alin.dirt	version-0.7.9.0	Dirt	Dirt	4.2.1	0.7.9.0			Emberpelts	
3277709718	alin.dirt	version-1.0.5.0	Dirt	Dirt	10.0.5.0	1.0.5.0			Emberpelts	
3277709718	alin.dirt	version-1.0.5.0	Dirt	Dirt	10.0.5.0	1.0.5.0			GreedyEmbers	
3277709718	alin.dirt	version-1.0.7.0	Dirt	Dirt	10.0.7.0	1.0.7.0			Emberpelts	
3277709718	alin.dirt	version-1.0.7.0	Dirt	Dirt	10.0.7.0	1.0.7.0			GreedyEmbers	
3277709718	alin.dirt	version-1.0.6.0	Dirt	Dirt	10.0.6.0	1.0.6.0			Emberpelts	
3277709718	alin.dirt	version-1.0.6.0	Dirt	Dirt	10.0.6.0	1.0.6.0			GreedyEmbers	
3277709718	alin.dirt	version-1.0.12.7	Dirt	Dirt	10.0.12.7	1.0.12.7			Emberpelts	
3277709718	alin.dirt	version-1.0.12.7	Dirt	Dirt	10.0.12.7	1.0.12.7			GreedyEmbers	
3277709718	alin.dirt	version-1.0.12.7	Dirt	Dirt	10.0.12.7	1.0.12.7			GreedyNation	
3277709718	alin.dirt	version-1.0.12.7	Dirt	Dirt	10.0.12.7	1.0.12.7			GreedyBuilders	
3277709718	alin.dirt	version-1.0.12.7	Dirt	Dirt	10.0.12.7	1.0.12.7			GreedyCoats	
3277709718	alin.dirt	version-1.0.12.7	Dirt	Dirt	10.0.12.7	1.0.12.7			LeafCoats	
3277709718	alin.dirt	version-1.0.12.7	Dirt	Dirt	10.0.12.7	1.0.12.7			Lapantoufleagic.WhitepawsFaction	
3277709718	alin.dirt	version-0.7.9.3	Dirt	Dirt	7.9.3.4	0.7.9.0			Emberpelts	
3277709718	alin.dirt	version-0.7.9.3	Dirt	Dirt	7.9.3.4	0.7.9.0			GreedyEmbers	
3277709718	alin.dirt	version-1.0.2.0	Dirt	Dirt	10.0.2.0	1.0.2.0			Emberpelts	
3277709718	alin.dirt	version-1.0.2.0	Dirt	Dirt	10.0.2.0	1.0.2.0			GreedyEmbers	
3277709718	alin.dirt	version-1.0.11.0	Dirt	Dirt	10.0.11.0	1.0.11.0			Emberpelts	
3277709718	alin.dirt	version-1.0.11.0	Dirt	Dirt	10.0.11.0	1.0.11.0			GreedyEmbers	
3277709718	alin.dirt	version-1.0.11.0	Dirt	Dirt	10.0.11.0	1.0.11.0			GreedyNation	
3277709718	alin.dirt	version-1.0.11.0	Dirt	Dirt	10.0.11.0	1.0.11.0			GreedyBuilders	
3277709718	alin.dirt	version-1.0.11.0	Dirt	Dirt	10.0.11.0	1.0.11.0			GreedyCoats	
3277709718	alin.dirt	version-1.0.11.0	Dirt	Dirt	10.0.11.0	1.0.11.0			LeafCoats	
3277709718	alin.dirt	version-1.0.11.0	Dirt	Dirt	10.0.11.0	1.0.11.0			Lapantoufleagic.WhitepawsFaction	
3277709718	alin.dirt	version-1.0.8.0	Dirt	Dirt	10.0.8.1	1.0.8.0			Emberpelts	
3277709718	alin.dirt	version-1.0.8.0	Dirt	Dirt	10.0.8.1	1.0.8.0			GreedyEmbers	
3277709718	alin.dirt	version-1.0.8.0	Dirt	Dirt	10.0.8.1	1.0.8.0			GreedyNation	
3277709718	alin.dirt	version-1.0.8.0	Dirt	Dirt	10.0.8.1	1.0.8.0			GreedyBuilders	
3277709718	alin.dirt	version-1.0.8.0	Dirt	Dirt	10.0.8.1	1.0.8.0			GreedyCoats	
3277709718	alin.dirt	version-1.0.8.0	Dirt	Dirt	10.0.8.1	1.0.8.0			LeafCoats	
3277709718	alin.dirt	version-1.0.8.0	Dirt	Dirt	10.0.8.1	1.0.8.0			Lapantoufleagic.WhitepawsFaction	
3277709718	alin.dirt	version-0.7.9.1	Dirt	Dirt	7.9.0.0	0.7.9.0			Emberpelts	
3277709718	alin.dirt	version-0.6	Dirt	Dirt	2.2.0	0.6.9.2			Emberpelts	
3277709718	alin.dirt	version-1.0.2.1	Dirt	Dirt	10.0.2.1	1.0.2.1			Emberpelts	
3277709718	alin.dirt	version-1.0.2.1	Dirt	Dirt	10.0.2.1	1.0.2.1			GreedyEmbers	
3277709718	alin.dirt	version-1.0.12.9	Dirt	Dirt	10.0.12.9	1.0.12.9			Emberpelts	
3277709718	alin.dirt	version-1.0.12.9	Dirt	Dirt	10.0.12.9	1.0.12.9			GreedyEmbers	
3277709718	alin.dirt	version-1.0.12.9	Dirt	Dirt	10.0.12.9	1.0.12.9			GreedyNation	
3277709718	alin.dirt	version-1.0.12.9	Dirt	Dirt	10.0.12.9	1.0.12.9			GreedyBuilders	
3277709718	alin.dirt	version-1.0.12.9	Dirt	Dirt	10.0.12.9	1.0.12.9			GreedyCoats	
3277709718	alin.dirt	version-1.0.12.9	Dirt	Dirt	10.0.12.9	1.0.12.9			LeafCoats	
3277709718	alin.dirt	version-1.0.12.9	Dirt	Dirt	10.0.12.9	1.0.12.9			Lapantoufleagic.WhitepawsFaction	
3278055435	name.that.beaver		Name That Beaver	Name That Beaver	1.4.1	0.0.0.0				
3278482507	alin.bench	version-1.0.12.6	Bench	Bench	10.0.12.6.1	1.0.12.6			Emberpelts	
3278482507	alin.bench	version-1.0.12.6	Bench	Bench	10.0.12.6.1	1.0.12.6			GreedyEmbers	
3278482507	alin.bench	version-1.0.12.0	Bench	Bench	10.0.12.0	1.0.12.0			Emberpelts	
3278482507	alin.bench	version-1.0.12.0	Bench	Bench	10.0.12.0	1.0.12.0			GreedyEmbers	
3278482507	alin.bench	version-1.1	Bench	Bench	10.1.0.0	1.1.0.0			Emberpelts	
3278482507	alin.bench	version-1.1	Bench	Bench	10.1.0.0	1.1.0.0			GreedyEmbers	
3278482507	alin.bench	version-1.0.0.0	Bench	Bench	10.0.0.0	1.0.0.0			Emberpelts	
3278482507	alin.bench	version-1.0.0.0	Bench	Bench	10.0.0.0	1.0.0.0			GreedyEmbers	
3278482507	alin.bench	version-0.7	Bench	Bench	2.3.0	0.7.2.0			Emberpelts	
3278482507	alin.bench	version-0.7.9.0	Bench	Bench	2.4.0	0.7.9.0			Emberpelts	
3278482507	alin.bench	version-1.0.5.0	Bench	Bench	10.0.6.0	1.0.6.0			Emberpelts	
3278482507	alin.bench	version-1.0.5.0	Bench	Bench	10.0.6.0	1.0.6.0			GreedyEmbers	
3278482507	alin.bench	version-1.0.13.0	Bench	Bench	10.0.13.0	1.0.13.0			Emberpelts	
3278482507	alin.bench	version-1.0.13.0	Bench	Bench	10.0.13.0	1.0.13.0			GreedyEmbers	
3278482507	alin.bench	version-1.0.1.1	Bench	Bench	10.0.1.1	1.0.1.1			Emberpelts	
3278482507	alin.bench	version-1.0.1.1	Bench	Bench	10.0.1.1	1.0.1.1			GreedyEmbers	
3278482507	alin.bench	version-1.0.7.0	Bench	Bench	10.0.7.0	1.0.7.0			Emberpelts	
3278482507	alin.bench	version-1.0.7.0	Bench	Bench	10.0.7.0	1.0.7.0			GreedyEmbers	
3278482507	alin.bench	version-1.0.12.4	Bench	Bench	10.0.12.4	1.0.12.4			Emberpelts	
